Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
428,CH,264,7,1.86,2.13,0.37,0,1,0,0.283886,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
429,MM,265,7,1.86,2.13,0.37,0,1,0,0.427109,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
430,MM,267,4,1.99,2.09,0.1,0,0,0,0.341687,2.09,1.89,0.2,No,0,0.050251,0.1,4
431,MM,270,4,1.99,2.09,0.1,0,0,0,0.27335,2.09,1.89,0.2,No,0,0.050251,0.1,4
432,MM,272,7,1.86,2.13,0,0,0,0,0.21868,2.13,1.86,0.27,Yes,0,0,0.27,0
433,CH,234,7,1.75,1.99,0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
434,MM,243,1,1.86,1.99,0,0.8,0,1,0.6,1.19,1.86,-0.67,No,0.40201,0,0.13,1
435,MM,257,4,1.99,2.29,0,0.4,0,1,0.48,1.89,1.99,-0.1,No,0.174672,0,0.3,4
436,MM,261,1,1.76,1.99,0,0,0,0,0.384,1.99,1.76,0.23,No,0,0,0.23,1
437,CH,265,1,1.76,1.99,0,0.1,0,0,0.3072,1.89,1.76,0.13,No,0.050251,0,0.23,1
438,MM,275,1,1.96,2.13,0,0.74,0,1,0.44576,1.39,1.96,-0.57,No,0.347418,0,0.17,1
439,MM,243,1,1.86,1.99,0,0.8,0,1,0.6,1.19,1.86,-0.67,No,0.40201,0,0.13,1
440,CH,251,1,1.76,2.09,0,0,0,0,0.48,2.09,1.76,0.33,No,0,0,0.33,1
441,CH,256,1,1.76,2.18,0,0,0,0,0.584,2.18,1.76,0.42,No,0,0,0.42,1
442,CH,257,1,1.76,2.18,0,0,0,0,0.6672,2.18,1.76,0.42,No,0,0,0.42,1
443,CH,258,1,1.76,2.18,0,0,0,0,0.73376,2.18,1.76,0.42,No,0,0,0.42,1
444,CH,261,1,1.76,1.99,0,0,0,0,0.787008,1.99,1.76,0.23,No,0,0,0.23,1
445,CH,266,1,1.86,1.99,0,0.1,0,0,0.829606,1.89,1.86,0.03,No,0.050251,0,0.13,1
446,MM,275,1,1.96,2.13,0,0.74,0,1,0.863685,1.39,1.96,-0.57,No,0.347418,0,0.17,1
447,CH,233,7,1.75,1.99,0,0.4,1,0,0.524608,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
448,CH,256,7,1.86,2.18,0,0,0,0,0.619686,2.18,1.86,0.32,Yes,0,0,0.32,0
449,MM,260,3,1.99,2.09,0,0,0,0,0.695749,2.09,1.99,0.1,No,0,0,0.1,3
450,MM,262,2,1.86,2.18,0,0.6,0,1,0.556599,1.58,1.86,-0.28,No,0.275229,0,0.32,2
451,MM,263,2,1.86,2.18,0,0,0,1,0.445279,2.18,1.86,0.32,No,0,0,0.32,2
452,CH,264,7,1.86,2.13,0.37,0,1,0,0.356224,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
453,CH,267,2,1.86,2.18,0,0.4,0,1,0.484979,1.78,1.86,-0.08,No,0.183486,0,0.32,2
454,CH,268,2,1.86,2.18,0,0,0,1,0.587983,2.18,1.86,0.32,No,0,0,0.32,2
455,MM,271,3,1.99,2.09,0.1,0.4,1,0,0.670386,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
456,CH,272,2,1.86,2.18,0,0.06,0,0,0.536309,2.12,1.86,0.26,No,0.027523,0,0.32,2
457,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.629047,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
458,MM,275,7,1.99,2.13,0,0.54,1,0,0.703238,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
459,MM,275,2,1.96,2.18,0,0.8,0,1,0.56259,1.38,1.96,-0.58,No,0.366972,0,0.22,2
460,MM,277,3,2.09,2.09,0.2,0.4,0,0,0.450072,1.69,1.89,-0.2,No,0.191388,0.095694,0,3
461,MM,246,2,1.89,2.09,0,0,0,0,0.48,2.09,1.89,0.2,No,0,0,0.2,2
462,CH,227,4,1.79,1.79,0,0,0,1,0.48,1.79,1.79,0,No,0,0,0,4
463,CH,228,7,1.69,1.69,0,0,0,0,0.584,1.69,1.69,0,Yes,0,0,0,0
464,CH,255,7,1.86,2.18,0,0,0,0,0.6672,2.18,1.86,0.32,Yes,0,0,0.32,0
465,CH,265,7,1.86,2.13,0.37,0,1,0,0.73376,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
466,CH,267,7,1.86,2.13,0,0,1,0,0.787008,2.13,1.86,0.27,Yes,0,0,0.27,0
467,CH,269,7,1.86,2.13,0.27,0,1,0,0.829606,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
468,CH,271,7,1.86,2.13,0,0,0,0,0.863685,2.13,1.86,0.27,Yes,0,0,0.27,0
469,CH,272,7,1.86,2.13,0,0,0,0,0.890948,2.13,1.86,0.27,Yes,0,0,0.27,0
470,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.912758,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
471,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.5,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
472,MM,275,2,1.96,2.18,0,0.8,0,1,0.6,1.38,1.96,-0.58,No,0.366972,0,0.22,2
473,MM,276,7,1.99,2.13,0,0.54,0,1,0.48,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
474,CH,277,7,1.99,2.13,0.5,0,0,1,0.384,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
475,MM,246,7,1.86,2.09,0,0,0,0,0.256,2.09,1.86,0.23,Yes,0,0,0.23,0
476,CH,253,7,1.86,2.09,0.1,0,0,0,0.4,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
477,CH,266,7,1.86,2.13,0.37,0,1,0,0.52,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
478,CH,266,7,1.86,2.13,0.37,0,1,0,0.616,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
479,CH,267,7,1.86,2.13,0,0,1,0,0.6928,2.13,1.86,0.27,Yes,0,0,0.27,0
480,CH,269,7,1.86,2.13,0.27,0,1,0,0.75424,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
481,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.803392,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
482,CH,253,2,1.89,2.09,0.13,0,0,0,0.6,2.09,1.76,0.33,No,0,0.068783,0.2,2
483,CH,255,2,1.89,2.18,0.13,0,0,0,0.68,2.18,1.76,0.42,No,0,0.068783,0.29,2
484,CH,264,2,1.86,2.18,0,0,0,0,0.584,2.18,1.86,0.32,No,0,0,0.32,2
485,CH,235,3,1.79,2.09,0,0,0,0,0.5,2.09,1.79,0.3,No,0,0,0.3,3
486,CH,236,3,1.79,2.09,0,0,0,0,0.6,2.09,1.79,0.3,No,0,0,0.3,3
487,CH,237,2,1.75,1.99,0,0,0,0,0.68,1.99,1.75,0.24,No,0,0,0.24,2
488,CH,238,2,1.75,1.99,0,0,0,0,0.744,1.99,1.75,0.24,No,0,0,0.24,2
489,CH,239,3,1.79,2.23,0,0,0,0,0.7952,2.23,1.79,0.44,No,0,0,0.44,3
490,CH,240,2,1.75,1.99,0,0.3,0,1,0.83616,1.69,1.75,-0.06,No,0.150754,0,0.24,2
491,CH,241,3,1.79,2.23,0,0,0,0,0.868928,2.23,1.79,0.44,No,0,0,0.44,3
492,CH,242,2,1.75,1.99,0.16,0.3,0,1,0.895142,1.69,1.59,0.1,No,0.150754,0.091429,0.24,2
493,CH,245,3,1.99,2.23,0,0,0,0,0.916114,2.23,1.99,0.24,No,0,0,0.24,3
494,CH,246,3,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,No,0,0,0.24,3
495,MM,267,3,1.99,2.09,0.1,0,0,0,0.6,2.09,1.89,0.2,No,0,0.050251,0.1,3
496,MM,232,2,1.69,1.69,0,0,1,0,0.5,1.69,1.69,0,No,0,0,0,2
497,MM,262,2,1.86,2.18,0,0.6,0,1,0.4,1.58,1.86,-0.28,No,0.275229,0,0.32,2
498,MM,267,2,1.86,2.18,0,0.4,0,1,0.32,1.78,1.86,-0.08,No,0.183486,0,0.32,2
499,MM,274,2,1.96,2.18,0,0.8,0,1,0.256,1.38,1.96,-0.58,No,0.366972,0,0.22,2
500,MM,276,7,1.99,2.13,0,0.54,0,1,0.2048,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
501,CH,229,3,1.79,1.79,0,0,0,0,0.4,1.79,1.79,0,No,0,0,0,3
502,CH,232,3,1.79,2.09,0,0,0,0,0.52,2.09,1.79,0.3,No,0,0,0.3,3
503,CH,235,3,1.79,2.09,0,0,0,0,0.616,2.09,1.79,0.3,No,0,0,0.3,3
504,CH,240,3,1.79,2.23,0,0,0,0,0.6928,2.23,1.79,0.44,No,0,0,0.44,3
505,CH,244,3,1.99,2.23,0,0,0,0,0.75424,2.23,1.99,0.24,No,0,0,0.24,3
506,CH,248,3,1.99,2.23,0,0,0,0,0.803392,2.23,1.99,0.24,No,0,0,0.24,3
507,CH,249,3,1.99,2.23,0,0,0,0,0.842714,2.23,1.99,0.24,No,0,0,0.24,3
508,CH,252,3,1.99,2.23,0,0,0,0,0.874171,2.23,1.99,0.24,No,0,0,0.24,3
509,CH,255,3,1.99,2.29,0,0,0,0,0.899337,2.29,1.99,0.3,No,0,0,0.3,3
510,CH,258,3,1.99,2.29,0,0,0,0,0.919469,2.29,1.99,0.3,No,0,0,0.3,3
511,CH,260,3,1.99,2.09,0,0,0,0,0.935575,2.09,1.99,0.1,No,0,0,0.1,3
512,CH,263,3,1.99,2.09,0,0,0,0,0.94846,2.09,1.99,0.1,No,0,0,0.1,3
513,CH,266,3,1.99,2.09,0.1,0,0,0,0.958768,2.09,1.89,0.2,No,0,0.050251,0.1,3
514,CH,269,3,1.99,2.09,0.1,0,0,0,0.967015,2.09,1.89,0.2,No,0,0.050251,0.1,3
515,CH,271,3,1.99,2.09,0.1,0.4,1,0,0.973612,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
516,CH,274,3,1.99,2.09,0,0.4,0,0,0.978889,1.69,1.99,-0.3,No,0.191388,0,0.1,3
517,CH,276,3,2.09,2.09,0.2,0.4,0,0,0.983112,1.69,1.89,-0.2,No,0.191388,0.095694,0,3
518,CH,278,3,2.09,2.09,0.2,0,0,0,0.986489,2.09,1.89,0.2,No,0,0.095694,0,3
519,CH,231,2,1.69,1.69,0.3,0,1,0,0.5,1.69,1.39,0.3,No,0,0.177515,0,2
520,CH,257,2,1.86,2.18,0,0,0,0,0.6,2.18,1.86,0.32,No,0,0,0.32,2
521,CH,259,2,1.86,2.18,0,0.4,0,1,0.68,1.78,1.86,-0.08,No,0.183486,0,0.32,2
522,MM,275,2,1.96,2.18,0,0.8,0,1,0.744,1.38,1.96,-0.58,No,0.366972,0,0.22,2
523,MM,241,1,1.86,1.99,0,0.3,0,1,0.5,1.69,1.86,-0.17,No,0.150754,0,0.13,1
524,MM,277,7,1.99,2.13,0.5,0,0,1,0.4,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
525,MM,262,1,1.76,1.99,0,0.4,0,1,0.5,1.59,1.76,-0.17,No,0.201005,0,0.23,1
526,MM,263,1,1.76,1.99,0,0.4,0,1,0.4,1.59,1.76,-0.17,No,0.201005,0,0.23,1
527,CH,242,3,1.99,2.23,0,0,0,0,0.6,2.23,1.99,0.24,No,0,0,0.24,3
528,CH,247,2,1.89,2.09,0,0,0,0,0.68,2.09,1.89,0.2,No,0,0,0.2,2
529,CH,250,2,1.89,2.09,0,0,0,0,0.744,2.09,1.89,0.2,No,0,0,0.2,2
530,CH,236,7,1.75,1.99,0,0.4,0,0,0.6,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
531,MM,236,2,1.75,1.99,0,0,0,0,0.68,1.99,1.75,0.24,No,0,0,0.24,2
532,CH,237,7,1.75,1.99,0,0.4,0,0,0.544,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
533,CH,238,4,1.79,2.09,0,0,0,0,0.6352,2.09,1.79,0.3,No,0,0,0.3,4
534,CH,239,2,1.75,1.99,0,0.3,0,1,0.70816,1.69,1.75,-0.06,No,0.150754,0,0.24,2
535,CH,254,7,1.86,2.18,0,0,0,0,0.766528,2.18,1.86,0.32,Yes,0,0,0.32,0
536,CH,263,7,1.86,2.13,0.27,0,0,0,0.813222,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
537,CH,264,7,1.86,2.13,0.37,0,1,0,0.850578,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
538,CH,266,4,1.99,2.09,0.1,0,0,0,0.880462,2.09,1.89,0.2,No,0,0.050251,0.1,4
539,CH,259,7,1.86,2.18,0,0,0,0,0.32,2.18,1.86,0.32,Yes,0,0,0.32,0
540,MM,274,7,1.86,2.13,0.47,0.54,1,0,0.5,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
541,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.4,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
542,CH,259,7,1.86,2.18,0,0,0,0,0.5,2.18,1.86,0.32,Yes,0,0,0.32,0
543,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.6,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
544,MM,228,3,1.79,1.79,0,0,0,0,0.26624,1.79,1.79,0,No,0,0,0,3
545,MM,231,2,1.69,1.69,0.3,0,1,0,0.212992,1.69,1.39,0.3,No,0,0.177515,0,2
546,MM,232,2,1.69,1.69,0,0,1,0,0.170394,1.69,1.69,0,No,0,0,0,2
547,MM,234,2,1.69,1.99,0,0,0,0,0.136315,1.99,1.69,0.3,No,0,0,0.3,2
548,MM,235,2,1.69,1.99,0,0,0,0,0.109052,1.99,1.69,0.3,No,0,0,0.3,2
549,MM,236,2,1.75,1.99,0,0,0,0,0.087242,1.99,1.75,0.24,No,0,0,0.24,2
550,MM,236,7,1.75,1.99,0,0.4,0,0,0.069793,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
551,MM,238,2,1.75,1.99,0,0,0,0,0.055835,1.99,1.75,0.24,No,0,0,0.24,2
552,MM,239,2,1.75,1.99,0,0.3,0,1,0.044668,1.69,1.75,-0.06,No,0.150754,0,0.24,2
553,CH,241,1,1.86,1.99,0,0.3,0,1,0.035734,1.69,1.86,-0.17,No,0.150754,0,0.13,1
554,MM,245,2,1.89,2.09,0,0,0,0,0.228587,2.09,1.89,0.2,No,0,0,0.2,2
555,CH,251,2,1.89,2.09,0.13,0,0,0,0.18287,2.09,1.76,0.33,No,0,0.068783,0.2,2
556,CH,258,7,1.86,2.18,0,0,0,0,0.346296,2.18,1.86,0.32,Yes,0,0,0.32,0
557,MM,275,1,1.96,2.13,0,0.74,0,1,0.477037,1.39,1.96,-0.57,No,0.347418,0,0.17,1
558,MM,276,1,1.99,2.13,0,0,0,1,0.381629,2.13,1.99,0.14,No,0,0,0.14,1
559,CH,233,7,1.75,1.99,0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
560,CH,270,7,1.86,2.13,0.27,0,1,0,0.6,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
561,MM,245,2,1.89,2.09,0,0,0,0,0.5,2.09,1.89,0.2,No,0,0,0.2,2
562,CH,278,7,2.06,2.13,0,0,0,0,0.4,2.13,2.06,0.07,Yes,0,0,0.07,0
563,CH,230,4,1.79,1.79,0,0,0,0,0.6672,1.79,1.79,0,No,0,0,0,4
564,CH,253,1,1.76,2.09,0,0,0,0,0.5,2.09,1.76,0.33,No,0,0,0.33,1
565,CH,266,7,1.86,2.13,0.37,0,1,0,0.6,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
566,MM,227,4,1.79,1.79,0,0,0,1,0.4,1.79,1.79,0,No,0,0,0,4
567,MM,233,7,1.75,1.99,0,0.4,1,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
568,CH,277,7,1.99,2.13,0.5,0,0,1,0.32,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
569,MM,247,1,1.86,2.09,0,0,0,0,0.5,2.09,1.86,0.23,No,0,0,0.23,1
570,MM,253,1,1.76,2.09,0,0,0,0,0.4,2.09,1.76,0.33,No,0,0,0.33,1
571,MM,236,3,1.79,2.09,0,0,0,0,0.077677,2.09,1.79,0.3,No,0,0,0.3,3
572,CH,237,3,1.79,2.09,0,0,0,0,0.062142,2.09,1.79,0.3,No,0,0,0.3,3
573,MM,240,3,1.79,2.23,0,0,0,0,0.249713,2.23,1.79,0.44,No,0,0,0.44,3
574,CH,255,3,1.99,2.29,0,0,0,0,0.199771,2.29,1.99,0.3,No,0,0,0.3,3
575,MM,256,3,1.99,2.29,0,0,0,0,0.359817,2.29,1.99,0.3,No,0,0,0.3,3
576,CH,270,3,1.99,2.09,0.1,0,0,0,0.287853,2.09,1.89,0.2,No,0,0.050251,0.1,3
577,CH,230,7,1.69,1.99,0,0,0,1,0.6,1.99,1.69,0.3,Yes,0,0,0.3,0
578,CH,250,7,1.86,2.09,0,0,0,0,0.5,2.09,1.86,0.23,Yes,0,0,0.23,0
579,CH,272,7,1.86,2.13,0,0,0,0,0.6,2.13,1.86,0.27,Yes,0,0,0.27,0
580,CH,254,7,1.86,2.18,0,0,0,0,0.5,2.18,1.86,0.32,Yes,0,0,0.32,0
581,CH,255,7,1.86,2.18,0,0,0,0,0.6,2.18,1.86,0.32,Yes,0,0,0.32,0
582,CH,258,7,1.86,2.18,0,0,0,0,0.68,2.18,1.86,0.32,Yes,0,0,0.32,0
583,CH,260,7,1.86,2.13,0,0.24,0,0,0.744,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
584,CH,263,7,1.86,2.13,0.27,0,0,0,0.7952,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
585,CH,264,7,1.86,2.13,0.37,0,1,0,0.83616,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
586,CH,265,7,1.86,2.13,0.37,0,1,0,0.868928,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
587,CH,272,7,1.86,2.13,0,0,0,0,0.895142,2.13,1.86,0.27,Yes,0,0,0.27,0
588,CH,231,1,1.69,1.69,0.3,0.2,1,0,0.5,1.49,1.39,0.1,No,0.118343,0.177515,0,1
589,MM,234,7,1.75,1.99,0,0.4,1,0,0.6,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
590,CH,251,7,1.86,2.09,0.1,0,0,0,0.48,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
591,CH,253,7,1.86,2.09,0.1,0,0,0,0.584,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
592,CH,254,7,1.86,2.18,0,0,0,0,0.6672,2.18,1.86,0.32,Yes,0,0,0.32,0
593,CH,254,7,1.86,2.18,0,0,0,0,0.73376,2.18,1.86,0.32,Yes,0,0,0.32,0
594,CH,255,7,1.86,2.18,0,0,0,0,0.787008,2.18,1.86,0.32,Yes,0,0,0.32,0
595,CH,256,7,1.86,2.18,0,0,0,0,0.829606,2.18,1.86,0.32,Yes,0,0,0.32,0
596,CH,257,7,1.86,2.18,0,0,0,0,0.863685,2.18,1.86,0.32,Yes,0,0,0.32,0
597,CH,258,7,1.86,2.18,0,0,0,0,0.890948,2.18,1.86,0.32,Yes,0,0,0.32,0
598,CH,259,7,1.86,2.18,0,0,0,0,0.912758,2.18,1.86,0.32,Yes,0,0,0.32,0
599,CH,259,7,1.86,2.18,0,0,0,0,0.930207,2.18,1.86,0.32,Yes,0,0,0.32,0
600,CH,260,7,1.86,2.13,0,0.24,0,0,0.944165,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
601,CH,260,7,1.86,2.13,0,0.24,0,0,0.955332,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
602,CH,261,7,1.86,2.13,0,0.24,0,0,0.964266,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
603,CH,262,7,1.86,2.13,0,0,0,0,0.971413,2.13,1.86,0.27,Yes,0,0,0.27,0
604,CH,262,7,1.86,2.13,0,0,0,0,0.97713,2.13,1.86,0.27,Yes,0,0,0.27,0
605,CH,264,7,1.86,2.13,0.37,0,1,0,0.981704,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
606,CH,265,7,1.86,2.13,0.37,0,1,0,0.985363,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
607,CH,266,1,1.86,1.99,0,0.1,0,0,0.988291,1.89,1.86,0.03,No,0.050251,0,0.13,1
608,CH,267,7,1.86,2.13,0,0,1,0,0.990633,2.13,1.86,0.27,Yes,0,0,0.27,0
609,CH,269,7,1.86,2.13,0.27,0,1,0,0.992506,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
610,CH,277,7,1.99,2.13,0.5,0,0,1,0.994005,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
611,MM,251,7,1.86,2.09,0.1,0,0,0,0.6,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
612,CH,233,7,1.75,1.99,0,0.4,1,0,0.2048,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
613,CH,259,7,1.86,2.18,0,0,0,0,0.36384,2.18,1.86,0.32,Yes,0,0,0.32,0
614,CH,259,7,1.86,2.18,0,0,0,0,0.491072,2.18,1.86,0.32,Yes,0,0,0.32,0
615,CH,260,7,1.86,2.13,0,0.24,0,0,0.592858,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
616,CH,262,7,1.86,2.13,0,0,0,0,0.674286,2.13,1.86,0.27,Yes,0,0,0.27,0
617,CH,262,7,1.86,2.13,0,0,0,0,0.739429,2.13,1.86,0.27,Yes,0,0,0.27,0
618,CH,264,1,1.76,1.99,0,0.4,0,0,0.791543,1.59,1.76,-0.17,No,0.201005,0,0.23,1
619,CH,265,1,1.76,1.99,0,0.1,0,0,0.833234,1.89,1.76,0.13,No,0.050251,0,0.23,1
620,CH,267,7,1.86,2.13,0,0,1,0,0.866588,2.13,1.86,0.27,Yes,0,0,0.27,0
621,CH,269,7,1.86,2.13,0.27,0,1,0,0.89327,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
622,CH,270,1,1.86,2.18,0,0,0,0,0.914616,2.18,1.86,0.32,No,0,0,0.32,1
623,CH,271,1,1.86,2.18,0,0,0,0,0.931693,2.18,1.86,0.32,No,0,0,0.32,1
624,CH,272,1,1.86,2.18,0,0,0,0,0.945354,2.18,1.86,0.32,No,0,0,0.32,1
625,CH,272,1,1.86,2.18,0,0,0,0,0.956283,2.18,1.86,0.32,No,0,0,0.32,1
626,CH,273,7,1.86,2.13,0,0.54,0,0,0.965027,1.59,1.86,-0.27,Yes,0.253521,0,0.27,0
627,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.972021,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
628,MM,242,2,1.75,1.99,0.16,0.3,0,1,0.4,1.69,1.59,0.1,No,0.150754,0.091429,0.24,2
629,CH,256,2,1.89,2.18,0.13,0,0,0,0.32,2.18,1.76,0.42,No,0,0.068783,0.29,2
630,MM,260,2,1.86,2.18,0,0.7,0,0,0.456,1.48,1.86,-0.38,No,0.321101,0,0.32,2
631,CH,246,3,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,No,0,0,0.24,3
632,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.6,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
633,MM,242,1,1.86,1.99,0,0.3,0,1,0.3072,1.69,1.86,-0.17,No,0.150754,0,0.13,1
634,CH,239,3,1.79,2.23,0,0,0,0,0.813222,2.23,1.79,0.44,No,0,0,0.44,3
635,CH,241,3,1.79,2.23,0,0,0,0,0.850578,2.23,1.79,0.44,No,0,0,0.44,3
636,CH,244,3,1.99,2.23,0,0,0,0,0.880462,2.23,1.99,0.24,No,0,0,0.24,3
637,CH,268,3,1.99,2.09,0.1,0,0,0,0.90437,2.09,1.89,0.2,No,0,0.050251,0.1,3
638,CH,237,3,1.79,2.09,0,0,0,0,0.540992,2.09,1.79,0.3,No,0,0,0.3,3
639,MM,248,3,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,No,0,0,0.24,3
640,MM,262,2,1.86,2.18,0,0.6,0,1,0.4,1.58,1.86,-0.28,No,0.275229,0,0.32,2
