Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
641,CH,233,3,1.79,2.09,0,0,0,0,0.5072,2.09,1.79,0.3,No,0,0,0.3,3
642,MM,236,2,1.75,1.99,0,0,0,0,0.60576,1.99,1.75,0.24,No,0,0,0.24,2
643,CH,237,2,1.75,1.99,0,0,0,0,0.484608,1.99,1.75,0.24,No,0,0,0.24,2
644,CH,238,2,1.75,1.99,0,0,0,0,0.587686,1.99,1.75,0.24,No,0,0,0.24,2
645,CH,239,3,1.79,2.23,0,0,0,0,0.670149,2.23,1.79,0.44,No,0,0,0.44,3
646,CH,240,2,1.75,1.99,0,0.3,0,1,0.736119,1.69,1.75,-0.06,No,0.150754,0,0.24,2
647,CH,241,3,1.79,2.23,0,0,0,0,0.788895,2.23,1.79,0.44,No,0,0,0.44,3
648,CH,247,3,1.99,2.23,0,0,0,0,0.831116,2.23,1.99,0.24,No,0,0,0.24,3
649,CH,248,3,1.99,2.23,0,0,0,0,0.864893,2.23,1.99,0.24,No,0,0,0.24,3
650,CH,249,2,1.89,2.09,0,0,0,0,0.891914,2.09,1.89,0.2,No,0,0,0.2,2
651,CH,251,2,1.89,2.09,0.13,0,0,0,0.913532,2.09,1.76,0.33,No,0,0.068783,0.2,2
652,CH,254,2,1.89,2.09,0.13,0,0,0,0.930825,2.09,1.76,0.33,No,0,0.068783,0.2,2
653,CH,260,2,1.86,2.18,0,0.7,0,0,0.94466,1.48,1.86,-0.38,No,0.321101,0,0.32,2
654,CH,261,2,1.86,2.18,0,0,0,0,0.955728,2.18,1.86,0.32,No,0,0,0.32,2
655,CH,262,3,1.99,2.09,0,0,0,0,0.964583,2.09,1.99,0.1,No,0,0,0.1,3
656,CH,266,2,1.86,2.18,0,0,0,0,0.971666,2.18,1.86,0.32,No,0,0,0.32,2
657,CH,269,2,1.86,2.18,0,0,0,0,0.977333,2.18,1.86,0.32,No,0,0,0.32,2
658,CH,270,2,1.86,2.18,0,0,0,0,0.981866,2.18,1.86,0.32,No,0,0,0.32,2
659,MM,271,2,1.86,2.18,0,0.06,0,0,0.985493,2.12,1.86,0.26,No,0.027523,0,0.32,2
660,CH,271,2,1.86,2.18,0,0.06,0,0,0.788394,2.12,1.86,0.26,No,0.027523,0,0.32,2
661,CH,253,1,1.76,2.09,0,0,0,0,0.6,2.09,1.76,0.33,No,0,0,0.33,1
662,CH,266,7,1.86,2.13,0.37,0,1,0,0.68,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
663,CH,265,7,1.86,2.13,0.37,0,1,0,0.4,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
664,CH,267,7,1.86,2.13,0,0,1,0,0.52,2.13,1.86,0.27,Yes,0,0,0.27,0
665,MM,228,2,1.69,1.69,0,0,0,0,0.5,1.69,1.69,0,No,0,0,0,2
666,MM,243,1,1.86,1.99,0,0.8,0,1,0.4,1.19,1.86,-0.67,No,0.40201,0,0.13,1
667,MM,256,2,1.89,2.18,0.13,0,0,0,0.4,2.18,1.76,0.42,No,0,0.068783,0.29,2
668,MM,259,2,1.86,2.18,0,0.4,0,1,0.32,1.78,1.86,-0.08,No,0.183486,0,0.32,2
669,MM,261,2,1.86,2.18,0,0,0,0,0.256,2.18,1.86,0.32,No,0,0,0.32,2
670,CH,254,4,1.99,2.29,0,0,1,0,0.5,2.29,1.99,0.3,No,0,0,0.3,4
671,CH,260,1,1.76,1.99,0,0.2,0,0,0.6,1.79,1.76,0.03,No,0.100503,0,0.23,1
672,CH,266,1,1.86,1.99,0,0.1,0,0,0.68,1.89,1.86,0.03,No,0.050251,0,0.13,1
673,MM,267,1,1.86,1.99,0,0.2,0,1,0.744,1.79,1.86,-0.07,No,0.100503,0,0.13,1
674,MM,268,1,1.86,1.99,0,0.2,0,1,0.5952,1.79,1.86,-0.07,No,0.100503,0,0.13,1
675,CH,270,1,1.86,2.18,0,0,0,0,0.47616,2.18,1.86,0.32,No,0,0,0.32,1
676,CH,273,1,1.86,2.18,0,0,0,0,0.580928,2.18,1.86,0.32,No,0,0,0.32,1
677,CH,274,1,1.96,2.13,0,0.74,0,1,0.664742,1.39,1.96,-0.57,No,0.347418,0,0.17,1
678,MM,274,1,1.96,2.13,0,0.74,0,1,0.731794,1.39,1.96,-0.57,No,0.347418,0,0.17,1
679,CH,277,1,1.99,2.13,0.24,0,0,0,0.585435,2.13,1.75,0.38,No,0,0.120603,0.14,1
680,MM,235,7,1.75,1.99,0,0.4,0,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
681,MM,240,7,1.86,2.09,0,0,0,0,0.32,2.09,1.86,0.23,Yes,0,0,0.23,0
682,MM,242,3,1.99,2.23,0,0,0,0,0.256,2.23,1.99,0.24,No,0,0,0.24,3
683,MM,243,7,1.86,2.09,0,0.2,0,0,0.2048,1.89,1.86,0.03,Yes,0.095694,0,0.23,0
684,MM,254,7,1.86,2.18,0,0,0,0,0.16384,2.18,1.86,0.32,Yes,0,0,0.32,0
685,MM,256,7,1.86,2.18,0,0,0,0,0.131072,2.18,1.86,0.32,Yes,0,0,0.32,0
686,MM,259,7,1.86,2.18,0,0,0,0,0.104858,2.18,1.86,0.32,Yes,0,0,0.32,0
687,MM,260,7,1.86,2.13,0,0.24,0,0,0.083886,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
688,MM,278,7,2.06,2.13,0,0,0,0,0.067109,2.13,2.06,0.07,Yes,0,0,0.07,0
689,MM,227,3,1.79,1.79,0,0,0,1,0.053687,1.79,1.79,0,No,0,0,0,3
690,MM,228,3,1.79,1.79,0,0,0,0,0.04295,1.79,1.79,0,No,0,0,0,3
691,MM,229,3,1.79,1.79,0,0,0,0,0.03436,1.79,1.79,0,No,0,0,0,3
692,MM,230,3,1.79,1.79,0,0,0,0,0.027488,1.79,1.79,0,No,0,0,0,3
693,MM,231,3,1.79,1.79,0,0,0,0,0.02199,1.79,1.79,0,No,0,0,0,3
694,MM,232,3,1.79,2.09,0,0,0,0,0.017592,2.09,1.79,0.3,No,0,0,0.3,3
695,MM,233,3,1.79,2.09,0,0,0,0,0.014074,2.09,1.79,0.3,No,0,0,0.3,3
696,MM,234,3,1.79,2.09,0,0,0,0,0.011259,2.09,1.79,0.3,No,0,0,0.3,3
697,MM,235,3,1.79,2.09,0,0,0,0,0.009007,2.09,1.79,0.3,No,0,0,0.3,3
698,MM,236,3,1.79,2.09,0,0,0,0,0.007206,2.09,1.79,0.3,No,0,0,0.3,3
699,MM,241,3,1.79,2.23,0,0,0,0,0.005765,2.23,1.79,0.44,No,0,0,0.44,3
700,MM,245,3,1.99,2.23,0,0,0,0,0.004612,2.23,1.99,0.24,No,0,0,0.24,3
701,MM,247,3,1.99,2.23,0,0,0,0,0.003689,2.23,1.99,0.24,No,0,0,0.24,3
702,MM,248,3,1.99,2.23,0,0,0,0,0.002951,2.23,1.99,0.24,No,0,0,0.24,3
703,MM,249,3,1.99,2.23,0,0,0,0,0.002361,2.23,1.99,0.24,No,0,0,0.24,3
704,MM,250,3,1.99,2.23,0,0,0,0,0.001889,2.23,1.99,0.24,No,0,0,0.24,3
705,MM,254,3,1.99,2.29,0,0,1,0,0.001511,2.29,1.99,0.3,No,0,0,0.3,3
706,MM,255,3,1.99,2.29,0,0,0,0,0.001209,2.29,1.99,0.3,No,0,0,0.3,3
707,MM,256,3,1.99,2.29,0,0,0,0,0.000967,2.29,1.99,0.3,No,0,0,0.3,3
708,MM,257,3,1.99,2.29,0,0.4,0,1,0.000774,1.89,1.99,-0.1,No,0.174672,0,0.3,3
709,MM,259,3,1.99,2.29,0,0,0,0,0.000619,2.29,1.99,0.3,No,0,0,0.3,3
710,MM,259,3,1.99,2.29,0,0,0,0,0.000495,2.29,1.99,0.3,No,0,0,0.3,3
711,MM,260,3,1.99,2.09,0,0,0,0,0.000396,2.09,1.99,0.1,No,0,0,0.1,3
712,MM,263,3,1.99,2.09,0,0,0,0,0.000317,2.09,1.99,0.1,No,0,0,0.1,3
713,MM,264,3,1.99,2.09,0.1,0,0,0,0.000254,2.09,1.89,0.2,No,0,0.050251,0.1,3
714,MM,265,3,1.99,2.09,0.1,0,0,0,0.000203,2.09,1.89,0.2,No,0,0.050251,0.1,3
715,MM,266,3,1.99,2.09,0.1,0,0,0,0.000162,2.09,1.89,0.2,No,0,0.050251,0.1,3
716,MM,267,3,1.99,2.09,0.1,0,0,0,0.00013,2.09,1.89,0.2,No,0,0.050251,0.1,3
717,MM,267,3,1.99,2.09,0.1,0,0,0,0.000104,2.09,1.89,0.2,No,0,0.050251,0.1,3
718,MM,268,3,1.99,2.09,0.1,0,0,0,8.30E-05,2.09,1.89,0.2,No,0,0.050251,0.1,3
719,MM,269,3,1.99,2.09,0.1,0,0,0,6.60E-05,2.09,1.89,0.2,No,0,0.050251,0.1,3
720,MM,269,3,1.99,2.09,0.1,0,0,0,5.30E-05,2.09,1.89,0.2,No,0,0.050251,0.1,3
721,MM,270,3,1.99,2.09,0.1,0,0,0,4.30E-05,2.09,1.89,0.2,No,0,0.050251,0.1,3
722,MM,271,3,1.99,2.09,0.1,0.4,1,0,3.40E-05,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
723,MM,272,3,1.99,2.09,0,0.4,0,0,2.70E-05,1.69,1.99,-0.3,No,0.191388,0,0.1,3
724,MM,273,3,1.99,2.09,0,0.4,0,0,2.20E-05,1.69,1.99,-0.3,No,0.191388,0,0.1,3
725,MM,274,3,1.99,2.09,0,0.4,0,0,1.70E-05,1.69,1.99,-0.3,No,0.191388,0,0.1,3
726,MM,275,3,2.09,2.09,0,0.4,0,0,1.40E-05,1.69,2.09,-0.4,No,0.191388,0,0,3
727,MM,276,3,2.09,2.09,0.2,0.4,0,0,1.10E-05,1.69,1.89,-0.2,No,0.191388,0.095694,0,3
728,CH,269,7,1.86,2.13,0.27,0,1,0,0.5,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
729,CH,270,7,1.86,2.13,0.27,0,1,0,0.6,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
730,CH,275,1,1.96,2.13,0,0.74,0,1,0.68,1.39,1.96,-0.57,No,0.347418,0,0.17,1
731,MM,274,4,1.99,2.09,0,0.4,0,0,0.5,1.69,1.99,-0.3,No,0.191388,0,0.1,4
732,MM,275,4,2.09,2.09,0,0.4,0,0,0.4,1.69,2.09,-0.4,No,0.191388,0,0,4
733,MM,276,4,2.09,2.09,0.2,0.4,0,0,0.32,1.69,1.89,-0.2,No,0.191388,0.095694,0,4
734,MM,230,1,1.69,1.69,0,0.2,0,0,0.3072,1.49,1.69,-0.2,No,0.118343,0,0,1
735,MM,242,1,1.86,1.99,0,0.3,0,1,0.24576,1.69,1.86,-0.17,No,0.150754,0,0.13,1
736,CH,250,7,1.86,2.09,0,0,0,0,0.196608,2.09,1.86,0.23,Yes,0,0,0.23,0
737,MM,229,3,1.79,1.79,0,0,0,0,0.48,1.79,1.79,0,No,0,0,0,3
738,MM,246,3,1.99,2.23,0,0,0,0,0.384,2.23,1.99,0.24,No,0,0,0.24,3
739,MM,252,3,1.99,2.23,0,0,0,0,0.3072,2.23,1.99,0.24,No,0,0,0.24,3
740,CH,253,3,1.99,2.23,0,0,0,0,0.24576,2.23,1.99,0.24,No,0,0,0.24,3
741,CH,256,3,1.99,2.29,0,0,0,0,0.396608,2.29,1.99,0.3,No,0,0,0.3,3
742,CH,259,3,1.99,2.29,0,0,0,0,0.517286,2.29,1.99,0.3,No,0,0,0.3,3
743,CH,259,3,1.99,2.29,0,0,0,0,0.613829,2.29,1.99,0.3,No,0,0,0.3,3
744,CH,271,3,1.99,2.09,0.1,0.4,1,0,0.691063,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
745,MM,275,3,2.09,2.09,0,0.4,0,0,0.752851,1.69,2.09,-0.4,No,0.191388,0,0,3
746,CH,233,7,1.75,1.99,0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
747,MM,262,1,1.76,1.99,0,0.4,0,1,0.6,1.59,1.76,-0.17,No,0.201005,0,0.23,1
748,MM,234,3,1.79,2.09,0,0,0,0,0.256,2.09,1.79,0.3,No,0,0,0.3,3
749,MM,238,7,1.75,1.99,0,0.4,0,0,0.2048,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
750,CH,228,2,1.69,1.69,0,0,0,0,0.6,1.69,1.69,0,No,0,0,0,2
751,CH,229,7,1.69,1.69,0,0.2,0,1,0.68,1.49,1.69,-0.2,Yes,0.118343,0,0,0
752,CH,232,4,1.79,2.09,0,0,0,0,0.4,2.09,1.79,0.3,No,0,0,0.3,4
753,MM,232,1,1.69,1.99,0,0,1,0,0.52,1.99,1.69,0.3,No,0,0,0.3,1
754,CH,266,1,1.86,1.99,0,0.1,0,0,0.416,1.89,1.86,0.03,No,0.050251,0,0.13,1
755,MM,241,1,1.86,1.99,0,0.3,0,1,0.3648,1.69,1.86,-0.17,No,0.150754,0,0.13,1
756,CH,248,2,1.89,2.09,0,0,0,0,0.29184,2.09,1.89,0.2,No,0,0,0.2,2
757,CH,273,1,1.86,2.18,0,0,0,0,0.433472,2.18,1.86,0.32,No,0,0,0.32,1
758,MM,256,2,1.89,2.18,0.13,0,0,0,0.5,2.18,1.76,0.42,No,0,0.068783,0.29,2
759,MM,259,2,1.86,2.18,0,0.4,0,1,0.4,1.78,1.86,-0.08,No,0.183486,0,0.32,2
760,MM,237,2,1.75,1.99,0,0,0,0,0.5648,1.99,1.75,0.24,No,0,0,0.24,2
761,CH,242,3,1.99,2.23,0,0,0,0,0.45184,2.23,1.99,0.24,No,0,0,0.24,3
762,CH,278,3,2.09,2.09,0.2,0,0,0,0.561472,2.09,1.89,0.2,No,0,0.095694,0,3
763,CH,250,2,1.89,2.09,0,0,0,0,0.6,2.09,1.89,0.2,No,0,0,0.2,2
764,CH,253,2,1.89,2.09,0.13,0,0,0,0.68,2.09,1.76,0.33,No,0,0.068783,0.2,2
765,CH,256,2,1.89,2.18,0.13,0,0,0,0.744,2.18,1.76,0.42,No,0,0.068783,0.29,2
766,CH,260,2,1.86,2.18,0,0.7,0,0,0.7952,1.48,1.86,-0.38,No,0.321101,0,0.32,2
767,CH,261,2,1.86,2.18,0,0,0,0,0.83616,2.18,1.86,0.32,No,0,0,0.32,2
768,CH,263,7,1.86,2.13,0.27,0,0,0,0.868928,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
769,MM,278,7,2.06,2.13,0,0,0,0,0.6,2.13,2.06,0.07,Yes,0,0,0.07,0
770,MM,228,2,1.69,1.69,0,0,0,0,0.5,1.69,1.69,0,No,0,0,0,2
771,MM,229,2,1.69,1.69,0,0,0,0,0.4,1.69,1.69,0,No,0,0,0,2
772,MM,235,2,1.69,1.99,0,0,0,0,0.32,1.99,1.69,0.3,No,0,0,0.3,2
773,MM,244,2,1.86,2.09,0,0,0,0,0.256,2.09,1.86,0.23,No,0,0,0.23,2
774,MM,245,2,1.89,2.09,0,0,0,0,0.2048,2.09,1.89,0.2,No,0,0,0.2,2
775,MM,248,2,1.89,2.09,0,0,0,0,0.16384,2.09,1.89,0.2,No,0,0,0.2,2
776,CH,232,7,1.69,1.99,0,0.4,1,1,0.6,1.59,1.69,-0.1,Yes,0.201005,0,0.3,0
777,MM,267,2,1.86,2.18,0,0.4,0,1,0.68,1.78,1.86,-0.08,No,0.183486,0,0.32,2
778,MM,260,1,1.76,1.99,0,0.2,0,0,0.6,1.79,1.76,0.03,No,0.100503,0,0.23,1
779,CH,276,2,1.99,2.18,0,0,0,1,0.5,2.18,1.99,0.19,No,0,0,0.19,2
780,CH,278,2,1.99,2.18,0,0,0,0,0.6,2.18,1.99,0.19,No,0,0,0.19,2
781,CH,232,1,1.69,1.99,0,0,1,0,0.586313,1.99,1.69,0.3,No,0,0,0.3,1
782,CH,247,1,1.86,2.09,0,0,0,0,0.66905,2.09,1.86,0.23,No,0,0,0.23,1
783,CH,250,1,1.86,2.09,0,0,0,0,0.73524,2.09,1.86,0.23,No,0,0,0.23,1
784,MM,230,3,1.79,1.79,0,0,0,0,0.131072,1.79,1.79,0,No,0,0,0,3
785,MM,232,3,1.79,2.09,0,0,0,0,0.104858,2.09,1.79,0.3,No,0,0,0.3,3
786,MM,233,3,1.79,2.09,0,0,0,0,0.083886,2.09,1.79,0.3,No,0,0,0.3,3
787,MM,234,3,1.79,2.09,0,0,0,0,0.067109,2.09,1.79,0.3,No,0,0,0.3,3
788,CH,273,3,1.99,2.09,0,0.4,0,0,0.053687,1.69,1.99,-0.3,No,0.191388,0,0.1,3
789,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.5,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
790,MM,275,2,1.96,2.18,0,0.8,0,1,0.6,1.38,1.96,-0.58,No,0.366972,0,0.22,2
791,MM,241,3,1.79,2.23,0,0,0,0,0.5,2.23,1.79,0.44,No,0,0,0.44,3
792,CH,259,2,1.86,2.18,0,0.4,0,1,0.4,1.78,1.86,-0.08,No,0.183486,0,0.32,2
793,MM,237,1,1.75,1.99,0,0,0,0,0.104858,1.99,1.75,0.24,No,0,0,0.24,1
794,MM,257,1,1.76,2.18,0,0,0,0,0.083886,2.18,1.76,0.42,No,0,0,0.42,1
795,MM,259,1,1.76,1.99,0,0.2,0,1,0.067109,1.79,1.76,0.03,No,0.100503,0,0.23,1
796,MM,262,1,1.76,1.99,0,0.4,0,1,0.053687,1.59,1.76,-0.17,No,0.201005,0,0.23,1
797,MM,263,1,1.76,1.99,0,0.4,0,1,0.04295,1.59,1.76,-0.17,No,0.201005,0,0.23,1
798,MM,274,1,1.96,2.13,0,0.74,0,1,0.03436,1.39,1.96,-0.57,No,0.347418,0,0.17,1
799,MM,244,7,1.86,2.09,0,0.2,0,0,0.52,1.89,1.86,0.03,Yes,0.095694,0,0.23,0
800,MM,276,7,1.99,2.13,0,0.54,0,1,0.416,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
801,MM,277,7,1.99,2.13,0.5,0,0,1,0.3328,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
802,CH,237,3,1.79,2.09,0,0,0,0,0.5,2.09,1.79,0.3,No,0,0,0.3,3
803,CH,241,3,1.79,2.23,0,0,0,0,0.6,2.23,1.79,0.44,No,0,0,0.44,3
804,CH,256,7,1.86,2.18,0,0,0,0,0.5,2.18,1.86,0.32,Yes,0,0,0.32,0
805,CH,258,1,1.76,2.18,0,0,0,0,0.6,2.18,1.76,0.42,No,0,0,0.42,1
806,CH,259,7,1.86,2.18,0,0,0,0,0.68,2.18,1.86,0.32,Yes,0,0,0.32,0
807,CH,259,7,1.86,2.18,0,0,0,0,0.744,2.18,1.86,0.32,Yes,0,0,0.32,0
808,CH,262,7,1.86,2.13,0,0,0,0,0.7952,2.13,1.86,0.27,Yes,0,0,0.27,0
809,CH,264,7,1.86,2.13,0.37,0,1,0,0.83616,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
810,CH,265,7,1.86,2.13,0.37,0,1,0,0.868928,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
811,CH,265,7,1.86,2.13,0.37,0,1,0,0.895142,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
812,CH,266,7,1.86,2.13,0.37,0,1,0,0.916114,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
813,CH,267,7,1.86,2.13,0,0,1,0,0.932891,2.13,1.86,0.27,Yes,0,0,0.27,0
814,CH,268,7,1.86,2.13,0,0,0,0,0.946313,2.13,1.86,0.27,Yes,0,0,0.27,0
815,CH,269,7,1.86,2.13,0.27,0,1,0,0.95705,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
816,CH,269,1,1.86,2.18,0,0,0,0,0.96564,2.18,1.86,0.32,No,0,0,0.32,1
817,CH,270,7,1.86,2.13,0.27,0,1,0,0.972512,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
818,CH,271,7,1.86,2.13,0,0,0,0,0.97801,2.13,1.86,0.27,Yes,0,0,0.27,0
819,CH,273,7,1.86,2.13,0,0.54,0,0,0.982408,1.59,1.86,-0.27,Yes,0.253521,0,0.27,0
820,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.985926,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
821,CH,277,7,1.99,2.13,0.5,0,0,1,0.988741,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
822,CH,228,4,1.79,1.79,0,0,0,0,0.740314,1.79,1.79,0,No,0,0,0,4
823,CH,229,4,1.79,1.79,0,0,0,0,0.792251,1.79,1.79,0,No,0,0,0,4
824,CH,231,4,1.79,1.79,0,0,0,0,0.833801,1.79,1.79,0,No,0,0,0,4
825,CH,232,4,1.79,2.09,0,0,0,0,0.867041,2.09,1.79,0.3,No,0,0,0.3,4
826,CH,240,4,1.79,2.23,0,0,0,0,0.893632,2.23,1.79,0.44,No,0,0,0.44,4
827,CH,244,4,1.99,2.23,0,0,0,0,0.914906,2.23,1.99,0.24,No,0,0,0.24,4
828,CH,248,1,1.86,2.09,0,0,0,0,0.931925,2.09,1.86,0.23,No,0,0,0.23,1
829,CH,251,4,1.99,2.23,0,0,0,0,0.94554,2.23,1.99,0.24,No,0,0,0.24,4
830,CH,270,4,1.99,2.09,0.1,0,0,0,0.956432,2.09,1.89,0.2,No,0,0.050251,0.1,4
831,CH,274,4,1.99,2.09,0,0.4,0,0,0.965145,1.69,1.99,-0.3,No,0.191388,0,0.1,4
832,MM,228,2,1.69,1.69,0,0,0,0,0.32,1.69,1.69,0,No,0,0,0,2
833,MM,237,3,1.79,2.09,0,0,0,0,0.256,2.09,1.79,0.3,No,0,0,0.3,3
834,MM,241,3,1.79,2.23,0,0,0,0,0.2048,2.23,1.79,0.44,No,0,0,0.44,3
835,MM,252,3,1.99,2.23,0,0,0,0,0.16384,2.23,1.99,0.24,No,0,0,0.24,3
836,MM,231,4,1.79,1.79,0,0,0,0,0.6,1.79,1.79,0,No,0,0,0,4
837,CH,251,4,1.99,2.23,0,0,0,0,0.48,2.23,1.99,0.24,No,0,0,0.24,4
838,MM,243,1,1.86,1.99,0,0.8,0,1,0.32,1.19,1.86,-0.67,No,0.40201,0,0.13,1
839,MM,262,2,1.86,2.18,0,0.6,0,1,0.256,1.58,1.86,-0.28,No,0.275229,0,0.32,2
840,MM,268,1,1.86,1.99,0,0.2,0,1,0.2048,1.79,1.86,-0.07,No,0.100503,0,0.13,1
841,CH,268,2,1.86,2.18,0,0,0,1,0.16384,2.18,1.86,0.32,No,0,0,0.32,2
842,MM,270,2,1.86,2.18,0,0,0,0,0.331072,2.18,1.86,0.32,No,0,0,0.32,2
843,CH,273,2,1.86,2.18,0,0.06,0,0,0.264858,2.12,1.86,0.26,No,0.027523,0,0.32,2
844,MM,274,7,1.86,2.13,0.47,0.54,1,0,0.411886,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
845,MM,274,2,1.96,2.18,0,0.8,0,1,0.329509,1.38,1.96,-0.58,No,0.366972,0,0.22,2
846,MM,274,2,1.96,2.18,0,0.8,0,1,0.263607,1.38,1.96,-0.58,No,0.366972,0,0.22,2
847,MM,275,2,1.96,2.18,0,0.8,0,1,0.210886,1.38,1.96,-0.58,No,0.366972,0,0.22,2
848,MM,275,2,1.96,2.18,0,0.8,0,1,0.168709,1.38,1.96,-0.58,No,0.366972,0,0.22,2
849,MM,234,7,1.75,1.99,0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
850,CH,269,7,1.86,2.13,0.27,0,1,0,0.4,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
851,CH,232,1,1.69,1.99,0,0,1,0,0.7952,1.99,1.69,0.3,No,0,0,0.3,1
852,CH,232,1,1.69,1.99,0,0,1,0,0.83616,1.99,1.69,0.3,No,0,0,0.3,1
853,CH,234,1,1.69,1.99,0,0,0,0,0.868928,1.99,1.69,0.3,No,0,0,0.3,1
854,CH,237,1,1.75,1.99,0,0,0,0,0.895142,1.99,1.75,0.24,No,0,0,0.24,1
855,CH,240,7,1.86,2.09,0,0,0,0,0.916114,2.09,1.86,0.23,Yes,0,0,0.23,0
856,CH,242,1,1.86,1.99,0,0.3,0,1,0.932891,1.69,1.86,-0.17,No,0.150754,0,0.13,1
