Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
857,CH,246,1,1.86,2.09,0,0,0,0,0.946313,2.09,1.86,0.23,No,0,0,0.23,1
858,CH,251,7,1.86,2.09,0.1,0,0,0,0.95705,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
859,CH,253,7,1.86,2.09,0.1,0,0,0,0.96564,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
860,CH,259,1,1.76,1.99,0,0.2,0,1,0.972512,1.79,1.76,0.03,No,0.100503,0,0.23,1
861,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.97801,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
862,MM,234,7,1.75,1.99,0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
863,CH,256,7,1.86,2.18,0,0,0,0,0.4,2.18,1.86,0.32,Yes,0,0,0.32,0
864,CH,228,7,1.69,1.69,0,0,0,0,0.351365,1.69,1.69,0,Yes,0,0,0,0
865,MM,231,7,1.69,1.99,0,0,0,0,0.481092,1.99,1.69,0.3,Yes,0,0,0.3,0
866,CH,233,7,1.75,1.99,0,0.4,1,0,0.384874,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
867,CH,236,7,1.75,1.99,0,0.4,0,0,0.507899,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
868,MM,260,4,1.99,2.09,0,0,0,0,0.606319,2.09,1.99,0.1,No,0,0,0.1,4
869,CH,268,7,1.86,2.13,0,0,0,0,0.485055,2.13,1.86,0.27,Yes,0,0,0.27,0
870,CH,269,7,1.86,2.13,0.27,0,1,0,0.588044,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
871,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.670435,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
872,MM,275,7,1.99,2.13,0,0.54,1,0,0.736348,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
873,MM,276,7,1.99,2.13,0,0.54,0,1,0.589079,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
874,CH,248,4,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,No,0,0,0.24,4
875,CH,251,4,1.99,2.23,0,0,0,0,0.6,2.23,1.99,0.24,No,0,0,0.24,4
876,CH,254,4,1.99,2.29,0,0,1,0,0.68,2.29,1.99,0.3,No,0,0,0.3,4
877,CH,256,4,1.99,2.29,0,0,0,0,0.744,2.29,1.99,0.3,No,0,0,0.3,4
878,MM,258,4,1.99,2.29,0,0,0,0,0.7952,2.29,1.99,0.3,No,0,0,0.3,4
879,CH,260,4,1.99,2.09,0,0,0,0,0.63616,2.09,1.99,0.1,No,0,0,0.1,4
880,CH,262,4,1.99,2.09,0,0,0,0,0.708928,2.09,1.99,0.1,No,0,0,0.1,4
881,CH,264,4,1.99,2.09,0.1,0,0,0,0.767142,2.09,1.89,0.2,No,0,0.050251,0.1,4
882,CH,267,4,1.99,2.09,0.1,0,0,0,0.813714,2.09,1.89,0.2,No,0,0.050251,0.1,4
883,CH,277,4,2.09,2.09,0.2,0.4,0,0,0.850971,1.69,1.89,-0.2,No,0.191388,0.095694,0,4
884,MM,236,7,1.75,1.99,0,0.4,0,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
885,CH,233,7,1.75,1.99,0,0.4,1,0,0.6,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
886,MM,262,1,1.76,1.99,0,0.4,0,1,0.68,1.59,1.76,-0.17,No,0.201005,0,0.23,1
887,CH,265,7,1.86,2.13,0.37,0,1,0,0.544,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
888,CH,269,7,1.86,2.13,0.27,0,1,0,0.6352,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
889,CH,273,1,1.86,2.18,0,0,0,0,0.70816,2.18,1.86,0.32,No,0,0,0.32,1
890,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.766528,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
891,CH,252,7,1.86,2.09,0.1,0,0,0,0.5,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
892,CH,253,7,1.86,2.09,0.1,0,0,0,0.6,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
893,CH,254,7,1.86,2.18,0,0,0,0,0.68,2.18,1.86,0.32,Yes,0,0,0.32,0
894,CH,256,7,1.86,2.18,0,0,0,0,0.744,2.18,1.86,0.32,Yes,0,0,0.32,0
895,CH,257,7,1.86,2.18,0,0,0,0,0.7952,2.18,1.86,0.32,Yes,0,0,0.32,0
896,CH,258,7,1.86,2.18,0,0,0,0,0.83616,2.18,1.86,0.32,Yes,0,0,0.32,0
897,CH,259,7,1.86,2.18,0,0,0,0,0.868928,2.18,1.86,0.32,Yes,0,0,0.32,0
898,CH,260,7,1.86,2.13,0,0.24,0,0,0.895142,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
899,CH,262,7,1.86,2.13,0,0,0,0,0.916114,2.13,1.86,0.27,Yes,0,0,0.27,0
900,CH,265,7,1.86,2.13,0.37,0,1,0,0.932891,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
901,CH,266,7,1.86,2.13,0.37,0,1,0,0.946313,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
902,CH,269,7,1.86,2.13,0.27,0,1,0,0.95705,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
903,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.96564,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
904,MM,275,7,1.99,2.13,0,0.54,1,0,0.972512,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
905,CH,277,7,1.99,2.13,0.5,0,0,1,0.77801,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
906,MM,231,7,1.69,1.99,0,0,0,0,0.256,1.99,1.69,0.3,Yes,0,0,0.3,0
907,MM,233,7,1.75,1.99,0,0.4,1,0,0.2048,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
908,CH,238,1,1.75,1.99,0,0,0,0,0.16384,1.99,1.75,0.24,No,0,0,0.24,1
909,CH,247,1,1.86,2.09,0,0,0,0,0.331072,2.09,1.86,0.23,No,0,0,0.23,1
910,CH,273,1,1.86,2.18,0,0,0,0,0.464858,2.18,1.86,0.32,No,0,0,0.32,1
911,MM,275,1,1.96,2.13,0,0.74,0,1,0.571886,1.39,1.96,-0.57,No,0.347418,0,0.17,1
912,MM,276,2,1.99,2.18,0,0,0,1,0.32,2.18,1.99,0.19,No,0,0,0.19,2
913,CH,236,2,1.75,1.99,0,0,0,0,0.5,1.99,1.75,0.24,No,0,0,0.24,2
914,MM,273,2,1.86,2.18,0,0.06,0,0,0.6,2.12,1.86,0.26,No,0.027523,0,0.32,2
915,MM,247,2,1.89,2.09,0,0,0,0,0.68,2.09,1.89,0.2,No,0,0,0.2,2
916,MM,246,2,1.89,2.09,0,0,0,0,0.5,2.09,1.89,0.2,No,0,0,0.2,2
917,CH,246,2,1.89,2.09,0,0,0,0,0.4,2.09,1.89,0.2,No,0,0,0.2,2
918,MM,266,3,1.99,2.09,0.1,0,0,0,0.52,2.09,1.89,0.2,No,0,0.050251,0.1,3
919,MM,277,1,1.99,2.13,0.24,0,0,0,0.416,2.13,1.75,0.38,No,0,0.120603,0.14,1
920,CH,268,2,1.86,2.18,0,0,0,1,0.4,2.18,1.86,0.32,No,0,0,0.32,2
921,CH,269,7,1.86,2.13,0.27,0,1,0,0.52,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
922,CH,269,2,1.86,2.18,0,0,0,0,0.616,2.18,1.86,0.32,No,0,0,0.32,2
923,MM,272,2,1.86,2.18,0,0.06,0,0,0.6928,2.12,1.86,0.26,No,0.027523,0,0.32,2
924,MM,275,7,1.99,2.13,0,0.54,1,0,0.55424,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
925,MM,276,7,1.99,2.13,0,0.54,0,1,0.443392,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
926,MM,231,3,1.79,1.79,0,0,0,0,0.4,1.79,1.79,0,No,0,0,0,3
927,MM,231,3,1.79,1.79,0,0,0,0,0.32,1.79,1.79,0,No,0,0,0,3
928,MM,231,3,1.79,1.79,0,0,0,0,0.256,1.79,1.79,0,No,0,0,0,3
929,MM,234,3,1.79,2.09,0,0,0,0,0.2048,2.09,1.79,0.3,No,0,0,0.3,3
930,MM,236,3,1.79,2.09,0,0,0,0,0.16384,2.09,1.79,0.3,No,0,0,0.3,3
931,CH,242,3,1.99,2.23,0,0,0,0,0.131072,2.23,1.99,0.24,No,0,0,0.24,3
932,CH,227,4,1.79,1.79,0,0,0,1,0.5,1.79,1.79,0,No,0,0,0,4
933,CH,251,4,1.99,2.23,0,0,0,0,0.6,2.23,1.99,0.24,No,0,0,0.24,4
934,CH,272,3,1.99,2.09,0,0.4,0,0,0.6,1.69,1.99,-0.3,No,0.191388,0,0.1,3
935,MM,227,2,1.69,1.69,0,0,0,0,0.211886,1.69,1.69,0,No,0,0,0,2
936,MM,229,2,1.69,1.69,0,0,0,0,0.169509,1.69,1.69,0,No,0,0,0,2
937,MM,231,2,1.69,1.69,0.3,0,1,0,0.135607,1.69,1.39,0.3,No,0,0.177515,0,2
938,MM,233,2,1.69,1.69,0,0,0,0,0.108486,1.69,1.69,0,No,0,0,0,2
939,MM,237,2,1.75,1.99,0,0,0,0,0.086789,1.99,1.75,0.24,No,0,0,0.24,2
940,MM,249,2,1.89,2.09,0,0,0,0,0.069431,2.09,1.89,0.2,No,0,0,0.2,2
941,MM,250,2,1.89,2.09,0,0,0,0,0.055545,2.09,1.89,0.2,No,0,0,0.2,2
942,MM,251,2,1.89,2.09,0.13,0,0,0,0.044436,2.09,1.76,0.33,No,0,0.068783,0.2,2
943,MM,255,2,1.89,2.18,0.13,0,0,0,0.035549,2.18,1.76,0.42,No,0,0.068783,0.29,2
944,MM,256,3,1.99,2.29,0,0,0,0,0.028439,2.29,1.99,0.3,No,0,0,0.3,3
945,MM,256,2,1.89,2.18,0.13,0,0,0,0.022751,2.18,1.76,0.42,No,0,0.068783,0.29,2
946,MM,258,2,1.86,2.18,0,0,0,0,0.018201,2.18,1.86,0.32,No,0,0,0.32,2
947,MM,259,7,1.86,2.18,0,0,0,0,0.014561,2.18,1.86,0.32,Yes,0,0,0.32,0
948,MM,260,3,1.99,2.09,0,0,0,0,0.011649,2.09,1.99,0.1,No,0,0,0.1,3
949,MM,262,2,1.86,2.18,0,0.6,0,1,0.009319,1.58,1.86,-0.28,No,0.275229,0,0.32,2
950,MM,263,2,1.86,2.18,0,0,0,1,0.007455,2.18,1.86,0.32,No,0,0,0.32,2
951,MM,265,2,1.86,2.18,0,0,0,0,0.005964,2.18,1.86,0.32,No,0,0,0.32,2
952,MM,266,2,1.86,2.18,0,0,0,0,0.004771,2.18,1.86,0.32,No,0,0,0.32,2
953,MM,267,2,1.86,2.18,0,0.4,0,1,0.003817,1.78,1.86,-0.08,No,0.183486,0,0.32,2
954,MM,268,3,1.99,2.09,0.1,0,0,0,0.003054,2.09,1.89,0.2,No,0,0.050251,0.1,3
955,CH,269,2,1.86,2.18,0,0,0,0,0.002443,2.18,1.86,0.32,No,0,0,0.32,2
956,CH,270,2,1.86,2.18,0,0,0,0,0.201954,2.18,1.86,0.32,No,0,0,0.32,2
957,MM,271,3,1.99,2.09,0.1,0.4,1,0,0.361563,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
958,MM,273,3,1.99,2.09,0,0.4,0,0,0.289251,1.69,1.99,-0.3,No,0.191388,0,0.1,3
959,MM,275,2,1.96,2.18,0,0.8,0,1,0.231401,1.38,1.96,-0.58,No,0.366972,0,0.22,2
960,MM,276,2,1.99,2.18,0,0,0,1,0.18512,2.18,1.99,0.19,No,0,0,0.19,2
961,MM,277,2,1.99,2.18,0,0,0,0,0.148096,2.18,1.99,0.19,No,0,0,0.19,2
962,MM,232,1,1.69,1.99,0,0,1,0,0.48,1.99,1.69,0.3,No,0,0,0.3,1
963,CH,227,1,1.69,1.69,0,0,0,0,0.6,1.69,1.69,0,No,0,0,0,1
964,MM,229,1,1.69,1.69,0,0,0,0,0.68,1.69,1.69,0,No,0,0,0,1
965,MM,230,1,1.69,1.69,0,0.2,0,0,0.544,1.49,1.69,-0.2,No,0.118343,0,0,1
966,CH,233,1,1.69,1.99,0,0,0,0,0.4352,1.99,1.69,0.3,No,0,0,0.3,1
967,MM,236,1,1.75,1.99,0,0,0,0,0.54816,1.99,1.75,0.24,No,0,0,0.24,1
968,MM,237,1,1.75,1.99,0,0,0,0,0.438528,1.99,1.75,0.24,No,0,0,0.24,1
969,MM,238,1,1.75,1.99,0,0,0,0,0.350822,1.99,1.75,0.24,No,0,0,0.24,1
970,MM,239,1,1.75,1.99,0,0.3,0,1,0.280658,1.69,1.75,-0.06,No,0.150754,0,0.24,1
971,MM,240,1,1.75,1.99,0,0.3,0,1,0.224526,1.69,1.75,-0.06,No,0.150754,0,0.24,1
972,MM,241,1,1.86,1.99,0,0.3,0,1,0.179621,1.69,1.86,-0.17,No,0.150754,0,0.13,1
973,CH,242,1,1.86,1.99,0,0.3,0,1,0.143697,1.69,1.86,-0.17,No,0.150754,0,0.13,1
974,MM,243,1,1.86,1.99,0,0.8,0,1,0.314957,1.19,1.86,-0.67,No,0.40201,0,0.13,1
975,MM,244,1,1.86,2.09,0,0,0,0,0.251966,2.09,1.86,0.23,No,0,0,0.23,1
976,MM,246,1,1.86,2.09,0,0,0,0,0.201573,2.09,1.86,0.23,No,0,0,0.23,1
977,MM,275,1,1.96,2.13,0,0.74,0,1,0.161258,1.39,1.96,-0.57,No,0.347418,0,0.17,1
978,MM,276,1,1.99,2.13,0,0,0,1,0.129007,2.13,1.99,0.14,No,0,0,0.14,1
979,MM,277,1,1.99,2.13,0.24,0,0,0,0.103205,2.13,1.75,0.38,No,0,0.120603,0.14,1
980,MM,278,1,1.99,2.13,0.24,0,0,0,0.082564,2.13,1.75,0.38,No,0,0.120603,0.14,1
981,CH,233,7,1.75,1.99,0,0.4,1,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
982,CH,254,7,1.86,2.18,0,0,0,0,0.52,2.18,1.86,0.32,Yes,0,0,0.32,0
983,MM,262,1,1.76,1.99,0,0.4,0,1,0.616,1.59,1.76,-0.17,No,0.201005,0,0.23,1
984,CH,264,7,1.86,2.13,0.37,0,1,0,0.4928,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
985,CH,265,7,1.86,2.13,0.37,0,1,0,0.59424,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
986,CH,269,7,1.86,2.13,0.27,0,1,0,0.675392,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
987,MM,274,1,1.96,2.13,0,0.74,0,1,0.740314,1.39,1.96,-0.57,No,0.347418,0,0.17,1
988,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.592251,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
989,CH,269,3,1.99,2.09,0.1,0,0,0,0.5,2.09,1.89,0.2,No,0,0.050251,0.1,3
990,MM,271,3,1.99,2.09,0.1,0.4,1,0,0.6,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
991,MM,253,7,1.86,2.09,0.1,0,0,0,0.5,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
992,MM,275,2,1.96,2.18,0,0.8,0,1,0.4,1.38,1.96,-0.58,No,0.366972,0,0.22,2
993,MM,229,7,1.69,1.69,0,0.2,0,1,0.5,1.49,1.69,-0.2,Yes,0.118343,0,0,0
994,MM,239,4,1.79,2.23,0,0,0,0,0.4,2.23,1.79,0.44,No,0,0,0.44,4
995,MM,243,4,1.99,2.23,0,0,0,0,0.32,2.23,1.99,0.24,No,0,0,0.24,4
996,MM,258,7,1.86,2.18,0,0,0,0,0.256,2.18,1.86,0.32,Yes,0,0,0.32,0
997,CH,229,7,1.69,1.69,0,0.2,0,1,0.6,1.49,1.69,-0.2,Yes,0.118343,0,0,0
998,MM,231,7,1.69,1.99,0,0,0,0,0.68,1.99,1.69,0.3,Yes,0,0,0.3,0
999,CH,254,7,1.86,2.18,0,0,0,0,0.544,2.18,1.86,0.32,Yes,0,0,0.32,0
1000,MM,275,7,1.99,2.13,0,0.54,1,0,0.6352,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
1001,MM,228,2,1.69,1.69,0,0,0,0,0.4,1.69,1.69,0,No,0,0,0,2
1002,MM,263,2,1.86,2.18,0,0,0,1,0.32,2.18,1.86,0.32,No,0,0,0.32,2
1003,MM,227,3,1.79,1.79,0,0,0,1,0.16384,1.79,1.79,0,No,0,0,0,3
1004,MM,235,3,1.79,2.09,0,0,0,0,0.131072,2.09,1.79,0.3,No,0,0,0.3,3
1005,MM,238,3,1.79,2.09,0,0,0,0,0.104858,2.09,1.79,0.3,No,0,0,0.3,3
1006,MM,260,3,1.99,2.09,0,0,0,0,0.083886,2.09,1.99,0.1,No,0,0,0.1,3
1007,CH,272,3,1.99,2.09,0,0.4,0,0,0.067109,1.69,1.99,-0.3,No,0.191388,0,0.1,3
1008,MM,272,3,1.99,2.09,0,0.4,0,0,0.253687,1.69,1.99,-0.3,No,0.191388,0,0.1,3
1009,CH,229,7,1.69,1.69,0,0.2,0,1,0.4,1.49,1.69,-0.2,Yes,0.118343,0,0,0
1010,CH,230,7,1.69,1.99,0,0,0,1,0.5648,1.99,1.69,0.3,Yes,0,0,0.3,0
1011,CH,231,7,1.69,1.99,0,0,0,0,0.65184,1.99,1.69,0.3,Yes,0,0,0.3,0
1012,CH,232,7,1.69,1.99,0,0.4,1,1,0.721472,1.59,1.69,-0.1,Yes,0.201005,0,0.3,0
1013,CH,233,7,1.75,1.99,0,0.4,1,0,0.777178,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1014,CH,233,7,1.75,1.99,0,0.4,1,0,0.821742,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1015,CH,234,1,1.69,1.99,0,0,0,0,0.857394,1.99,1.69,0.3,No,0,0,0.3,1
1016,CH,235,7,1.75,1.99,0,0.4,0,0,0.885915,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1017,CH,236,7,1.75,1.99,0,0.4,0,0,0.908732,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1018,CH,237,7,1.75,1.99,0,0.4,0,0,0.926986,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1019,CH,240,7,1.86,2.09,0,0,0,0,0.941588,2.09,1.86,0.23,Yes,0,0,0.23,0
1020,MM,240,7,1.86,2.09,0,0,0,0,0.953271,2.09,1.86,0.23,Yes,0,0,0.23,0
1021,MM,244,7,1.86,2.09,0,0.2,0,0,0.762617,1.89,1.86,0.03,Yes,0.095694,0,0.23,0
1022,CH,252,2,1.89,2.09,0.13,0,0,0,0.610093,2.09,1.76,0.33,No,0,0.068783,0.2,2
1023,MM,254,4,1.99,2.29,0,0,1,0,0.688075,2.29,1.99,0.3,No,0,0,0.3,4
1024,CH,256,2,1.89,2.18,0.13,0,0,0,0.55046,2.18,1.76,0.42,No,0,0.068783,0.29,2
1025,CH,258,4,1.99,2.29,0,0,0,0,0.640368,2.29,1.99,0.3,No,0,0,0.3,4
1026,CH,260,7,1.86,2.13,0,0.24,0,0,0.712294,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
1027,CH,260,7,1.86,2.13,0,0.24,0,0,0.769835,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
1028,CH,260,1,1.76,1.99,0,0.2,0,0,0.815868,1.79,1.76,0.03,No,0.100503,0,0.23,1
1029,CH,263,7,1.86,2.13,0.27,0,0,0,0.852695,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
1030,CH,265,7,1.86,2.13,0.37,0,1,0,0.882156,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
1031,CH,265,7,1.86,2.13,0.37,0,1,0,0.905725,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
1032,CH,269,4,1.99,2.09,0.1,0,0,0,0.92458,2.09,1.89,0.2,No,0,0.050251,0.1,4
1033,CH,270,7,1.86,2.13,0.27,0,1,0,0.939664,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
1034,CH,272,4,1.99,2.09,0,0.4,0,0,0.951731,1.69,1.99,-0.3,No,0.191388,0,0.1,4
1035,CH,277,7,1.99,2.13,0.5,0,0,1,0.961385,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
1036,MM,228,1,1.69,1.69,0,0,0,0,0.5,1.69,1.69,0,No,0,0,0,1
1037,MM,228,1,1.69,1.69,0,0,0,0,0.4,1.69,1.69,0,No,0,0,0,1
1038,MM,233,1,1.69,1.99,0,0,0,0,0.5,1.99,1.69,0.3,No,0,0,0.3,1
1039,MM,235,1,1.69,1.99,0,0,0,0,0.4,1.99,1.69,0.3,No,0,0,0.3,1
1040,CH,237,7,1.75,1.99,0,0.4,0,0,0.32,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1041,CH,238,1,1.75,1.99,0,0,0,0,0.456,1.99,1.75,0.24,No,0,0,0.24,1
1042,CH,238,1,1.75,1.99,0,0,0,0,0.5648,1.99,1.75,0.24,No,0,0,0.24,1
1043,CH,239,1,1.75,1.99,0,0.3,0,1,0.65184,1.69,1.75,-0.06,No,0.150754,0,0.24,1
1044,CH,240,1,1.75,1.99,0,0.3,0,1,0.721472,1.69,1.75,-0.06,No,0.150754,0,0.24,1
1045,CH,241,1,1.86,1.99,0,0.3,0,1,0.777178,1.69,1.86,-0.17,No,0.150754,0,0.13,1
1046,CH,252,1,1.76,2.09,0,0,0,0,0.821742,2.09,1.76,0.33,No,0,0,0.33,1
1047,CH,253,1,1.76,2.09,0,0,0,0,0.857394,2.09,1.76,0.33,No,0,0,0.33,1
1048,CH,255,1,1.76,2.18,0,0,0,0,0.885915,2.18,1.76,0.42,No,0,0,0.42,1
1049,CH,256,1,1.76,2.18,0,0,0,0,0.908732,2.18,1.76,0.42,No,0,0,0.42,1
1050,MM,228,7,1.69,1.69,0,0,0,0,0.744,1.69,1.69,0,Yes,0,0,0,0
1051,CH,230,7,1.69,1.99,0,0,0,1,0.5952,1.99,1.69,0.3,Yes,0,0,0.3,0
1052,CH,231,7,1.69,1.99,0,0,0,0,0.67616,1.99,1.69,0.3,Yes,0,0,0.3,0
1053,CH,237,7,1.75,1.99,0,0.4,0,0,0.740928,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1054,CH,238,7,1.75,1.99,0,0.4,0,0,0.792742,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1055,CH,243,2,1.86,2.09,0,0,0,1,0.834194,2.09,1.86,0.23,No,0,0,0.23,2
1056,MM,227,1,1.69,1.69,0,0,0,0,0.32,1.69,1.69,0,No,0,0,0,1
1057,CH,228,7,1.69,1.69,0,0,0,0,0.256,1.69,1.69,0,Yes,0,0,0,0
1058,CH,232,1,1.69,1.99,0,0,1,0,0.4048,1.99,1.69,0.3,No,0,0,0.3,1
1059,CH,233,7,1.75,1.99,0,0.4,1,0,0.52384,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1060,CH,235,1,1.69,1.99,0,0,0,0,0.619072,1.99,1.69,0.3,No,0,0,0.3,1
1061,MM,236,1,1.75,1.99,0,0,0,0,0.695258,1.99,1.75,0.24,No,0,0,0.24,1
1062,MM,242,1,1.86,1.99,0,0.3,0,1,0.556206,1.69,1.86,-0.17,No,0.150754,0,0.13,1
1063,MM,245,7,1.86,2.09,0,0.2,0,0,0.444965,1.89,1.86,0.03,Yes,0.095694,0,0.23,0
1064,CH,251,1,1.76,2.09,0,0,0,0,0.355972,2.09,1.76,0.33,No,0,0,0.33,1
1065,CH,251,7,1.86,2.09,0.1,0,0,0,0.484778,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
1066,CH,252,7,1.86,2.09,0.1,0,0,0,0.587822,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
1067,CH,256,7,1.86,2.18,0,0,0,0,0.670258,2.18,1.86,0.32,Yes,0,0,0.32,0
1068,MM,257,7,1.86,2.18,0,0,0,0,0.736206,2.18,1.86,0.32,Yes,0,0,0.32,0
1069,CH,261,7,1.86,2.13,0,0.24,0,0,0.588965,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
1070,CH,270,1,1.86,2.18,0,0,0,0,0.671172,2.18,1.86,0.32,No,0,0,0.32,1
